N,P,K,Temperature,Humidity,Rainfall,Label,Yield (kg/ha),Soil_Moisture (%)
40.164,115.714,199.587,23.209,92.366,345.196,apple,9081.069,24.998
1.899,145.712,206.573,21.11,88.336,312.53,apple,8410.858,29.421
26.576,140.038,196.853,23.563,87.986,411.494,apple,9033.417,22.501
12.693,143.03,203.529,22.111,90.117,403.822,apple,9719.881,28.848
9.066,138.285,195.186,24.064,91.259,387.032,apple,10176.341,38.685
25.901,137.989,194.591,21.952,87.133,352.314,apple,8289.151,27.496
1.723,124.092,197.104,22.133,92.388,332.031,apple,9445.988,28.669
27.804,140.113,205.657,22.462,95.668,330.445,apple,10421.14,23.78
13.827,142.928,198.172,23.045,92.8,309.648,apple,9769.104,23.152
0.417,134.684,198.444,23.849,86.577,366.293,apple,9183.724,29.37
31.312,119.607,197.889,22.83,91.913,424.647,apple,11238.67,29.355
34.01,142.127,195.68,22.044,94.586,388.186,apple,9594.652,24.113
27.954,143.086,202.832,22.381,92.237,357.793,apple,10153.368,33.64
43.262,133.824,198.472,22.75,96.309,323.538,apple,8791.319,29.031
19.044,125.844,204.446,23.109,90.232,419.965,apple,10179.093,32.949
32.531,137.017,196.101,21.377,91.145,426.795,apple,9142.668,37.637
8.796,145.175,201.429,20.848,88.368,370.725,apple,10064.836,34.04
28.705,124.689,196.97,21.858,91.338,377.179,apple,11118.428,32.855
31.503,146.545,200.419,22.424,91.82,382.56,apple,10400.396,30.041
12.15,143.003,198.959,22.947,96.277,270.631,apple,11252.071,37.634
13.842,126.948,207.997,22.645,88.145,424.576,apple,11892.543,32.228
3.059,129.86,200.174,22.853,94.125,366.732,apple,11233.017,26.318
19.672,141.267,198.891,22.954,93.511,410.098,apple,9065.063,26.81
30.253,140.31,200.292,21.965,93.686,323.668,apple,10047.942,35.437
29.283,142.147,201.606,21.188,93.781,333.402,apple,8886.107,31.643
33.847,137.974,192.024,22.345,90.139,447.799,apple,10942.99,23.45
17.456,122.844,202.214,22.438,92.792,370.769,apple,11302.991,29.685
26.305,135.442,197.738,22.691,89.936,378.411,apple,9737.873,31.406
21.478,128.306,198.741,22.441,88.042,381.274,apple,10336.642,21.354
29.222,134.96,202.903,23.094,89.977,348.788,apple,9700.477,27.884
27.162,124.537,194.995,20.707,91.434,296.947,apple,8591.082,36.54
30.652,137.967,195.184,22.167,91.841,387.866,apple,8853.556,37.916
7.291,131.3,196.467,22.184,90.868,336.738,apple,10730.016,24.288
36.876,122.558,201.947,22.552,96.152,302.606,apple,10508.446,26.918
10.672,138.713,197.571,20.924,90.838,345.729,apple,10948.112,37.455
-0.457,128.544,198.598,22.894,90.748,322.735,apple,9760.545,26.668
16.166,139.1,203.183,23.828,91.007,397.991,apple,12231.107,29.832
35.912,122.173,197.831,23.299,92.444,385.109,apple,8516.938,25.117
24.994,117.12,197.176,21.238,91.124,319.932,apple,11043.41,29.462
-0.634,122.784,201.672,22.368,94.931,353.253,apple,10490.199,39.234
31.035,147.326,204.996,23.59,89.188,468.155,apple,10472.692,30.725
26.729,131.013,202.645,21.659,91.436,355.54,apple,11307.292,32.559
29.933,145.427,204.147,23.511,90.904,341.187,apple,8607.839,37.602
17.526,134.234,194.169,23.927,90.829,413.129,apple,9841.138,29.013
25.595,145.397,195.487,23.779,93.52,418.587,apple,9711.507,31.145
-0.468,130.011,203.583,22.812,91.067,317.956,apple,10237.94,34.706
33.006,145.484,200.694,23.998,94.715,420.631,apple,9888.5,30.67
18.319,123.563,205.406,23.197,89.883,391.686,apple,10608.093,30.92
6.807,139.516,193.997,23.808,92.234,356.891,apple,11123.078,21.074
33.2,132.31,196.366,21.533,93.078,429.911,apple,11036.016,32.591
20.929,146.798,196.976,21.446,88.639,365.299,apple,8892.086,24.754
6.189,145.569,209.486,22.171,92.179,397.99,apple,10164.683,28.642
26.712,135.542,201.576,23.193,92.296,391.095,apple,8680.444,32.046
23.476,144.468,203.423,21.443,91.752,354.584,apple,8819.736,25.126
27.725,142.931,202.543,22.592,91.071,425.067,apple,9560.274,28.844
40.709,145.878,197.804,23.008,93.115,488.134,apple,9430.653,39.381
30.618,142.821,204.202,23.127,92.128,359.726,apple,9645.186,37.599
25.153,137.385,191.831,22.748,90.826,368.731,apple,9842.089,24.32
2.02,142.931,197.98,21.759,91.499,300.525,apple,10126.107,32.526
1.81,143.575,201.964,21.32,90.657,350.317,apple,7706.496,26.934
38.439,138.482,204.293,22.739,94.642,371.057,apple,9358.148,26.555
30.709,133.02,195.465,21.98,96.175,304.283,apple,10969.861,31.972
-3.094,122.994,203.705,23.816,95.141,273.035,apple,10555.555,24.692
39.28,135.877,197.214,21.912,87.514,403.458,apple,10134.368,39.296
8.987,125.09,196.823,22.604,91.921,359.062,apple,8901.711,26.749
30.791,127.575,191.111,21.717,91.388,265.572,apple,11308.455,31.849
38.322,149.339,197.562,22.074,94.835,417.485,apple,7842.906,30.845
10.722,142.846,190.143,22.747,91.825,393.318,apple,10580.73,28.235
31.962,119.501,205.844,23.233,91.538,416.066,apple,7129.937,28.751
14.688,124.103,201.693,23.378,92.726,357.273,apple,10157.906,35.031
0.079,119.859,202.998,22.83,96.296,279.52,apple,10535.429,34.245
38.019,145.802,197.163,23.512,95.936,393.28,apple,11649.609,35.273
6.043,142.995,208.5,21.018,93.414,328.855,apple,9188.277,22.215
-4.558,123.132,203.769,22.239,93.995,312.85,apple,9930.199,33.534
23.769,125.582,196.436,23.061,91.914,402.825,apple,10351.98,26.859
21.889,142.139,207.215,22.835,93.428,365.244,apple,11582.532,26.789
35.195,120.989,197.006,23.121,91.43,262.13,apple,11030.353,30.846
29.911,138.287,196.02,23.659,89.724,450.008,apple,11969.187,37.535
31.64,121.416,201.927,22.558,95.466,396.331,apple,12161.086,31.318
6.946,118.551,196.442,21.131,91.847,255.839,apple,9891.798,26.065
28.754,138.812,201.384,22.141,94.831,339.461,apple,10323.536,35.294
21.408,126.55,198.062,22.577,91.105,370.218,apple,11023.548,24.448
36.875,120.292,195.267,23.923,92.067,338.353,apple,10140.43,28.912
7.697,143.027,207.146,21.221,91.483,324.81,apple,9428.273,29.489
9.088,146.561,192.412,23.587,91.724,307.405,apple,11226.635,29.079
6.28,144.833,197.491,23.467,95.115,399.586,apple,10537.875,43.148
13.249,119.162,197.036,22.134,95.701,322.847,apple,10328.068,27.435
25.988,145.889,195.672,21.022,93.762,303.729,apple,10740.621,24.738
38.945,141.696,198.349,21.736,93.404,329.962,apple,10414.888,37.208
25.725,136.177,199.545,22.899,93.91,385.881,apple,9921.304,36.051
1.83,141.545,205.946,21.349,92.986,390.693,apple,9110.822,23.898
27.585,143.527,203.668,22.412,89.817,309.732,apple,10619.645,20.262
12.534,130.468,205.486,22.953,94.978,339.86,apple,9511.949,30.723
35.676,145.657,194.196,21.948,95.45,305.691,apple,10210.415,24.19
2.502,144.742,204.609,21.315,91.886,418.911,apple,9422.244,34.768
27.85,132.105,206.974,21.922,95.436,341.92,apple,10046.9,33.762
29.99,120.432,197.302,23.33,98.773,311.303,apple,10914.719,34.344
28.9,142.505,202.567,22.68,90.86,425.805,apple,9886.765,37.629
18.164,134.736,198.841,23.992,94.728,409.893,apple,8866.681,35.378
39.172,143.396,190.87,21.454,97.673,302.518,apple,10127.706,30.262
2.006,127.753,200.817,22.979,92.883,317.07,apple,9385.89,26.119
26.775,132.306,194.89,22.308,98.16,278.477,apple,9330.818,30.638
28.932,141.964,208.605,23.018,94.272,385.911,apple,8604.267,34.254
23.858,126.422,202.474,22.432,94.891,344.488,apple,9288.82,31.686
34.496,141.574,212.228,21.56,93.796,372.914,apple,9178.966,31.565
4.199,141.516,202.767,21.08,92.303,264.011,apple,8993.532,35.752
-0.868,134.18,205.462,23.113,90.594,285.795,apple,10710.861,26.056
32.133,130.652,202.544,22.226,93.888,369.835,apple,10159.15,25.408
25.842,143.415,207.897,22.449,88.514,391.73,apple,9451.193,34.333
29.144,137.617,199.257,23.057,90.967,354.853,apple,9560.997,33.437
8.633,142.969,194.573,22.334,91.865,335.348,apple,10432.911,30.174
35.238,141.807,206.033,21.178,91.789,295.641,apple,10690.377,31.828
-3.737,145.793,209.562,21.258,89.833,308.033,apple,9788.469,37.259
16.96,138.376,195.403,22.73,89.296,469.346,apple,9771.535,29.761
19.635,139.936,194.691,22.269,91.909,421.282,apple,10086.899,23.05
33.449,117.964,196.153,23.228,93.516,309.357,apple,10399.845,25.054
4.396,133.066,189.251,22.085,90.677,394.293,apple,10124.905,27.637
15.847,128.108,206.285,22.628,93.882,272.621,apple,10457.957,26.507
35.836,137.72,211.831,20.499,93.418,375.211,apple,9929.299,28.719
31.959,140.421,202.33,23.226,92.116,301.113,apple,9154.898,22.737
19.976,128.964,210.161,22.265,97.029,295.468,apple,11831.918,25.898
32.708,126.731,197.739,22.598,91.436,388.802,apple,7539.664,37.639
10.391,131.913,196.573,21.074,91.179,325.525,apple,8327.003,41.08
3.677,130.413,202.171,23.804,95.513,325.1,apple,10549.339,21.794
29.115,126.646,209.135,22.144,93.364,322.179,apple,9932.418,30.015
11.34,142.069,201.217,22.432,95.471,377.25,apple,10377.273,30.02
38.564,144.918,195.367,22.115,94.894,409.333,apple,10767.854,30.654
37.313,139.718,205.205,21.559,94.029,362.045,apple,12202.12,31.443
12.877,139.313,196.803,23.04,91.56,379.386,apple,10252.094,40.025
24.711,128.923,194.934,21.421,89.663,376.981,apple,9762.716,24.613
35.812,131.49,203.968,21.752,95.49,395.64,apple,9530.952,22.759
13.906,125.637,206.172,23.168,91.637,366.129,apple,10900.563,27.349
36.879,133.615,202.583,22.48,92.541,408.202,apple,10293.176,30.802
14.888,142.886,201.948,23.595,93.071,402.862,apple,9963.473,23.306
26.203,136.986,207.713,24.259,93.827,396.772,apple,10871.404,25.82
4.998,143.646,206.447,21.592,91.145,362.162,apple,8289.183,24.798
20.772,125.56,202.172,22.541,93.374,373.536,apple,10494.095,24.009
34.162,141.088,204.672,22.422,93.165,304.304,apple,10433.897,30.29
30.721,140.633,193.307,23.985,91.043,454.639,apple,10159.503,37.59
24.956,120.595,197.936,22.7,93.338,318.076,apple,10483.354,26.826
30.497,121.218,204.553,23.103,89.186,334.922,apple,8955.672,29.347
20.484,137.358,196.808,24.023,93.7,372.036,apple,10631.966,27.819
39.203,142.41,201.468,24.121,98.215,368.393,apple,9999.699,21.144
24.799,140.579,193.367,22.134,92.672,438.107,apple,10766.824,31.061
30.344,142.664,201.492,23.688,91.899,406.229,apple,11826.693,24.15
10.988,142.097,192.095,23.294,93.41,396.357,apple,7971.605,31.322
12.496,142.509,204.615,23.476,89.554,404.348,apple,9913.018,22.475
1.006,134.463,199.931,23.849,89.091,389.943,apple,11543.341,29.686
28.316,131.835,198.868,23.32,90.481,397.017,apple,9807.354,15.744
9.501,145.16,197.507,22.981,91.637,358.313,apple,9633.388,29.338
28.349,139.117,205.519,23.55,90.601,363.356,apple,9781.045,31.818
30.898,146.329,199.126,24.03,90.902,426.743,apple,10477.323,35.173
3.644,146.542,200.573,21.663,89.478,402.958,apple,9777.385,31.741
27.294,139.867,194.515,22.476,89.145,322.193,apple,10552.883,28.215
13.54,132.435,206.134,22.407,91.52,327.657,apple,10846.41,32.714
40.637,139.77,203.663,23.528,94.257,310.247,apple,10353.802,28.403
35.675,133.951,202.158,20.533,95.01,472.404,apple,9512.91,36.504
32.672,142.876,205.072,21.228,90.809,439.795,apple,8147.867,30.915
30.357,141.163,198.89,22.408,91.484,442.941,apple,11793.513,31.937
22.952,124.13,201.71,23.507,88.221,300.419,apple,8711.514,34.096
32.047,145.151,204.693,20.937,92.941,334.578,apple,8646.1,27.074
2.241,146.957,188.601,22.994,92.932,334.242,apple,10078.166,33.577
22.417,140.562,202.445,22.933,92.548,378.794,apple,10466.177,40.487
13.571,131.933,193.858,23.634,89.178,390.98,apple,11171.286,37.421
30.619,125.046,201.245,22.566,90.677,473.288,apple,9618.534,24.874
1.168,124.812,207.405,22.071,95.62,306.751,apple,9878.042,29.65
23.635,139.581,199.772,21.888,91.546,363.683,apple,8913.311,29.72
28.535,135.034,193.11,21.758,94.616,418.303,apple,9406.984,28.143
15.735,119.331,195.847,22.236,92.737,347.761,apple,11657.574,25.737
35.166,144.517,199.895,24.346,93.968,331.831,apple,9952.377,29.054
38.208,135.508,198.075,23.706,94.197,356.16,apple,11332.268,29.994
40.245,145.657,190.542,22.242,94.811,293.899,apple,8318.833,39.279
27.716,133.688,210.049,22.51,91.135,329.329,apple,10319.308,30.559
20.788,118.065,196.084,22.643,90.831,372.729,apple,11472.28,35.176
30.074,137.397,195.08,23.615,96.264,320.262,apple,10565.75,26.325
29.087,145.847,203.582,23.729,92.639,372.404,apple,10197.528,31.314
6.398,142.778,192.522,21.123,92.475,322.152,apple,9077.998,22.011
13.149,140.701,197.181,22.266,92.051,323.047,apple,13174.168,26.707
4.533,139.548,193.132,23.522,93.3,396.927,apple,7669.694,43.845
25.115,142.227,193.066,23.181,92.667,420.259,apple,9895.906,24.979
39.976,137.581,196.33,22.428,95.487,414.972,apple,9815.643,31.212
25.654,128.987,198.325,22.731,90.773,368.455,apple,9010.695,28.701
32.597,142.477,194.701,23.732,90.32,370.977,apple,8516.878,29.834
10.366,135.757,209.166,21.283,92.456,353.865,apple,10280.783,27.263
32.764,142.57,201.036,20.851,94.403,394.053,apple,11673.516,26.743
29.231,134.843,198.389,21.956,88.935,365.655,apple,8793.941,34.613
11.378,137.097,200.964,21.401,89.498,366.173,apple,9243.206,25.141
33.956,125.091,199.567,22.368,96.313,243.898,apple,9898.848,25.36
27.824,119.999,200.668,21.121,87.33,420.327,apple,11013.611,37.293
13.446,134.4,203.83,23.873,92.321,388.76,apple,10445.397,35.082
40.812,116.991,200.328,23.371,89.51,396.635,apple,9947.006,28.485
40.793,119.295,184.273,23.429,93.887,426.91,apple,9975.699,34.182
12.968,128.784,212.333,22.439,90.981,381.316,apple,10558.795,25.494
39.41,138.707,200.955,22.929,88.634,397.694,apple,10933.416,34.318
28.905,136.512,203.684,23.908,93.527,348.044,apple,10209.671,38.923
25.362,144.214,213.385,22.544,93.011,363.425,apple,9354.782,41.737
26.976,124.98,204.363,22.839,90.433,324.224,apple,10311.303,15.99
27.756,120.904,195.349,22.431,91.778,310.805,apple,11772.167,24.977
26.649,145.643,202.183,23.49,92.647,374.549,apple,9729.841,20.033
3.805,131.91,196.911,22.363,93.134,361.449,apple,10639.534,25.104
6.414,128.045,208.011,23.017,93.188,317.27,apple,10885.997,34.851
0.252,143.184,190.858,22.835,91.634,351.807,apple,10443.563,28.035
10.659,118.679,206.484,21.143,92.016,289.124,apple,11704.593,32.212
11.295,125.442,200.065,22.386,86.736,355.477,apple,10463.181,22.873
26.09,125.727,192.982,22.367,91.703,376.47,apple,10396.338,31.885
26.744,148.765,203.455,22.495,91.829,505.639,apple,10086.556,34.102
33.007,131.301,199.497,23.114,89.602,463.65,apple,10849.211,30.342
19.319,127.985,204.245,22.093,92.07,338.453,apple,9053.273,20.352
35.688,135.308,203.451,21.567,89.973,398.252,apple,9927.945,30.345
24.128,131.614,196.684,23.115,91.129,315.78,apple,11955.253,31.05
4.304,120.507,212.804,23.348,96.806,274.648,apple,9124.291,34.657
19.228,140.465,194.186,22.517,94.271,388.582,apple,11843.191,26.735
31.421,136.023,208.209,23.633,93.202,423.433,apple,9994.388,33.652
11.4,144.401,206.221,23.509,93.021,392.156,apple,11150.228,26.938
23.334,134.425,190.628,22.567,89.101,401.462,apple,11723.224,26.403
17.853,121.229,198.747,22.542,91.762,368.737,apple,8782.459,35.953
31.97,126.569,204.737,22.843,93.309,327.433,apple,9766.181,29.708
14.983,124.395,206.33,22.272,92.315,367.222,apple,11962.355,35.514
31.818,121.689,192.212,21.196,90.459,314.355,apple,11262.572,37.045
10.52,138.072,198.399,23.99,94.093,328.875,apple,10035.97,34.036
29.842,137.412,191.274,22.315,94.769,348.004,apple,10906.461,33.453
3.78,147.947,201.891,21.709,90.617,308.733,apple,9678.011,32.979
27.573,122.161,197.111,22.054,96.693,392.796,apple,9732.349,28.468
32.499,141.916,208.486,23.096,90.1,421.683,apple,9392.464,37.846
28.734,141.07,206.03,22.677,94.101,363.244,apple,10353.243,35.801
37.858,143.027,195.407,23.605,98.445,365.031,apple,9086.605,32.04
-0.222,121.5,210.406,23.012,91.659,417.599,apple,9595.185,28.711
30.434,145.968,206.064,23.411,93.175,405.578,apple,9873.162,30.671
35.118,144.012,198.375,21.335,95.022,373.109,apple,12277.108,27.043
31.594,141.403,196.798,23.846,95.008,442.363,apple,9891.567,34.171
30.716,137.094,194.971,23.883,88.786,504.181,apple,9647.459,37.76
27.115,119.646,201.61,23.298,90.605,415.782,apple,8694.883,34.241
0.248,130.409,197.052,22.5,90.265,338.105,apple,10485.662,40.511
27.16,144.177,193.193,22.453,90.037,436.388,apple,9305.506,20.864
0.122,128.29,194.648,22.174,94.506,345.373,apple,12440.477,33.831
27.839,137.218,198.696,24.268,93.072,385.315,apple,9918.834,26.518
25.373,139.957,200.209,22.424,91.547,375.279,apple,10401.926,20.474
23.129,138.801,198.692,22.578,89.862,400.743,apple,9696.058,28.658
6.712,144.605,197.613,20.966,88.549,401.977,apple,10448.102,35.326
-3.491,133.014,202.597,23.207,92.03,357.022,apple,10200.804,29.981
24.917,129.088,195.843,22.794,91.639,334.836,apple,9255.957,28.213
32.191,141.667,196.355,23.427,89.973,506.408,apple,10938.028,34.014
34.371,140.209,190.795,22.331,95.25,346.233,apple,7959.697,22.927
16.878,140.978,192.465,23.459,92.462,342.72,apple,9370.827,33.032
13.504,124.962,204.332,21.609,96.308,295.943,apple,8859.005,35.568
24.78,145.166,196.181,22.71,90.062,373.246,apple,8172.779,26.903
23.029,143.813,205.495,21.964,91.029,327.944,apple,9249.118,24.993
29.979,145.898,203.441,22.257,93.304,377.135,apple,11452.913,30.304
5.714,141.219,195.37,23.935,98.046,361.446,apple,9116.306,31.83
4.678,120.903,201.001,22.791,90.531,233.164,apple,10969.857,26.264
33.071,128.15,204.498,23.569,90.633,437.107,apple,9035.071,26.56
3.607,132.759,194.606,22.536,91.593,351.186,apple,10831.984,39.498
10.122,140.14,192.195,23.036,89.704,382.492,apple,9994.158,31.341
34.181,137.56,203.458,20.762,97.379,385.256,apple,9976.416,18.782
38.44,138.551,200.96,23.449,90.659,491.951,apple,11467.347,29.454
30.856,132.184,199.421,22.711,88.924,396.676,apple,9282.268,30.334
13.315,143.629,195.584,23.176,91.038,389.549,apple,9791.66,39.035
31.026,120.42,206.594,22.77,93.72,377.117,apple,9833.599,30.365
21.888,145.207,203.211,21.813,92.287,341.56,apple,9999.439,33.968
25.108,122.798,209.131,21.559,88.725,360.152,apple,9951.341,32.33
33.624,132.633,189.173,22.154,92.354,359.674,apple,9941.869,17.952
9.147,136.407,200.364,20.938,89.639,371.883,apple,9800.201,18.019
0.316,140.005,197.337,22.352,89.257,389.948,apple,9161.991,34.796
27.364,136.023,200.223,22.346,91.892,393.876,apple,10855.386,36.548
7.838,124.235,210.887,22.487,90.188,324.724,apple,9405.118,32.027
35.865,141.237,198.32,23.26,91.327,380.596,apple,10076.833,31.403
27.282,124.304,200.469,22.764,91.218,359.367,apple,10719.785,26.515
29.972,133.409,205.669,21.44,93.618,300.166,apple,10802.926,28.098
31.891,140.291,196.42,23.245,90.363,399.212,apple,11678.885,34.124
19.372,140.699,201.071,23.002,90.262,421.083,apple,11233.742,25.917
36.552,139.571,194.702,22.822,92.411,429.299,apple,10923.248,24.94
10.994,140.991,200.432,23.168,93.507,354.329,apple,11041.868,35.001
33.109,148.268,208.873,23.527,92.196,465.774,apple,8821.296,37.844
26.085,133.33,202.231,22.288,92.282,453.017,apple,10523.032,32.678
4.009,144.636,196.589,22.648,93.869,355.541,apple,11489.491,27.919
30.295,137.891,192.755,22.701,95.591,312.433,apple,11307.082,27.513
-0.609,127.803,201.134,22.557,90.069,393.807,apple,11418.319,24.475
22.406,138.904,201.68,23.453,88.931,430.019,apple,9647.18,24.637
38.768,138.135,201.969,22.389,95.99,363.323,apple,9843.238,29.541
13.02,143.091,202.991,22.933,95.098,343.895,apple,9108.022,24.217
26.553,141.613,194.389,23.897,89.75,458.597,apple,10926.974,31.785
32.771,121.102,207.787,22.793,94.126,288.171,apple,9807.594,36.149
29.743,120.945,201.028,22.474,95.819,301.36,apple,10818.127,25.79
16.223,135.262,202.579,23.276,90.498,374.871,apple,11037.723,30.578
22.105,129.845,197.717,23.211,91.912,428.852,apple,11902.508,26.401
29.489,138.583,210.433,23.901,93.642,344.543,apple,10636.133,31.359
18.404,121.296,199.452,22.71,90.823,364.464,apple,9463.084,25.84
25.894,121.118,203.024,21.818,93.224,349.287,apple,9404.778,35.211
7.724,144.785,195.305,21.225,91.868,328.887,apple,9981.906,34.506
29.897,122.426,211.164,23.047,92.002,438.558,apple,11452.104,16.936
13.885,140.197,194.781,23.363,91.417,402.085,apple,10731.57,27.687
37.232,150.096,194.317,22.032,93.16,301.594,apple,10008.251,35.343
